Time,CO2 (ppm),CH4 (ppb),N2O (ppb),CFC_11 (ppb),CFC_12 (ppb)
2035.804837,454.493732,2031.879228,348.7413682,0.194698978,0.439960934
2035.846539,454.6123402,2032.199532,348.7863124,0.194626229,0.439772431
2035.88824,454.7309997,2032.519794,348.8312702,0.19455348,0.439583792
2035.929942,454.8497104,2032.840014,348.8762416,0.194480731,0.439395017
2035.971643,454.9684724,2033.160193,348.9212265,0.194407982,0.439206108
2036.013344,455.0872858,2033.48033,348.9662249,0.194335234,0.439017062
2036.055046,455.2061505,2033.800425,349.0112369,0.194262485,0.438827882
2036.096747,455.3250665,2034.120479,349.0562624,0.194189736,0.438638566
2036.138449,455.4440339,2034.440492,349.1013015,0.194116987,0.438449116
2036.18015,455.5630526,2034.760463,349.1463542,0.194044238,0.438259531
2036.221852,455.6821228,2035.080392,349.1914204,0.193971489,0.438069811
2036.263553,455.8012443,2035.40028,349.2365001,0.19389874,0.437879956
2036.305254,455.9204173,2035.720127,349.2815934,0.193825991,0.437689967
2036.346956,456.0396417,2036.039933,349.3267003,0.193753242,0.437499843
2036.388657,456.1589176,2036.359697,349.3718207,0.193680494,0.437309585
2036.430359,456.278245,2036.67942,349.4169546,0.193607745,0.437119193
2036.47206,456.3976238,2036.999102,349.4621022,0.193534996,0.436928667
2036.513761,456.5170542,2037.318743,349.5072633,0.193462247,0.436738007
2036.555463,456.6365361,2037.638342,349.5524379,0.193389498,0.436547214
2036.597164,456.7560695,2037.957901,349.5976261,0.193316749,0.436356286
2036.638866,456.8756545,2038.277418,349.6428279,0.193244,0.436165225
2036.680567,456.995291,2038.596895,349.6880432,0.193171251,0.435974031
2036.722269,457.1149792,2038.916331,349.7332721,0.193098502,0.435782703
2036.76397,457.2347189,2039.235726,349.7785145,0.193025754,0.435591242
2036.805671,457.3545103,2039.55508,349.8237706,0.192953005,0.435399648
2036.847373,457.4743533,2039.874393,349.8690402,0.192880256,0.435207921
2036.889074,457.594248,2040.193665,349.9143233,0.192807507,0.435016062
2036.930776,457.7141943,2040.512897,349.95962,0.192734758,0.434824069
2036.972477,457.8341924,2040.832088,350.0049303,0.192662009,0.434631944
2037.014178,457.9542421,2041.151238,350.0502542,0.19258926,0.434439687
2037.05588,458.0743436,2041.470348,350.0955916,0.192516511,0.434247297
2037.097581,458.1944968,2041.789417,350.1409426,0.192443762,0.434054775
2037.139283,458.3147018,2042.108446,350.1863072,0.192371014,0.433862121
2037.180984,458.4349585,2042.427434,350.2316853,0.192298265,0.433669335
2037.222686,458.555267,2042.746382,350.277077,0.192225516,0.433476417
2037.264387,458.6756274,2043.065289,350.3224823,0.192152767,0.433283367
2037.306088,458.7960395,2043.384156,350.3679012,0.192080018,0.433090186
2037.34779,458.9165035,2043.702983,350.4133336,0.192007269,0.432896873
2037.389491,459.0370194,2044.021769,350.4587796,0.19193452,0.432703429
2037.431193,459.1575871,2044.340515,350.5042392,0.191861771,0.432509854
2037.472894,459.2782067,2044.659221,350.5497124,0.191789022,0.432316147
2037.514595,459.3988782,2044.977887,350.5951991,0.191716274,0.43212231
2037.556297,459.5196017,2045.296513,350.6406995,0.191643525,0.431928342
2037.597998,459.6403771,2045.615098,350.6862134,0.191570776,0.431734243
2037.6397,459.7612044,2045.933644,350.7317409,0.191498027,0.431540013
2037.681401,459.8820837,2046.252149,350.777282,0.191425278,0.431345653
2037.723103,460.003015,2046.570614,350.8228366,0.191352529,0.431151163
2037.764804,460.1239983,2046.88904,350.8684049,0.19127978,0.430956543
2037.806505,460.2450337,2047.207426,350.9139867,0.191207031,0.430761792
2037.848207,460.3661211,2047.525771,350.9595821,0.191134282,0.430566912
2037.889908,460.4872605,2047.844077,351.0051912,0.191061534,0.430371901
2037.93161,460.608452,2048.162344,351.0508138,0.190988785,0.430176761
2037.973311,460.7296956,2048.48057,351.09645,0.190916036,0.429981492
2038.015013,460.8509913,2048.798757,351.1420997,0.190843287,0.429786093
2038.056714,460.9723392,2049.116904,351.1877631,0.190770538,0.429590564
2038.098415,461.0937392,2049.435012,351.2334401,0.190697789,0.429394907
2038.140117,461.2151913,2049.75308,351.2791306,0.19062504,0.42919912
2038.181818,461.3366956,2050.071108,351.3248348,0.190552291,0.429003205
2038.22352,461.4582521,2050.389097,351.3705526,0.190479542,0.428807161
2038.265221,461.5798609,2050.707046,351.4162839,0.190406794,0.428610988
2038.306922,461.7015218,2051.024956,351.4620288,0.190334045,0.428414686
2038.348624,461.823235,2051.342827,351.5077874,0.190261296,0.428218257
2038.390325,461.9450005,2051.660658,351.5535595,0.190188547,0.428021699
2038.432027,462.0668182,2051.97845,351.5993453,0.190115798,0.427825013
2038.473728,462.1886882,2052.296203,351.6451446,0.190043049,0.427628199
2038.51543,462.3106106,2052.613916,351.6909576,0.1899703,0.427431257
2038.557131,462.4325853,2052.93159,351.7367841,0.189897551,0.427234187
2038.598832,462.5546123,2053.249225,351.7826243,0.189824802,0.42703699
2038.640534,462.6766917,2053.566821,351.8284781,0.189752054,0.426839665
2038.682235,462.7988234,2053.884378,351.8743454,0.189679305,0.426642213
2038.723937,462.9210076,2054.201896,351.9202264,0.189606556,0.426444634
2038.765638,463.0432442,2054.519375,351.966121,0.189533807,0.426246928
2038.807339,463.1655332,2054.836814,352.0120292,0.189461058,0.426049095
2038.849041,463.2878746,2055.154215,352.057951,0.189388309,0.425851135
2038.890742,463.4102686,2055.471577,352.1038864,0.18931556,0.425653048
2038.932444,463.532715,2055.7889,352.1498354,0.189242811,0.425454835
2038.974145,463.6552139,2056.106185,352.1957981,0.189170062,0.425256496
2039.015847,463.7777653,2056.42343,352.2417743,0.189097314,0.425058031
2039.057548,463.9003693,2056.740637,352.2877642,0.189024565,0.424859439
2039.099249,464.0230258,2057.057805,352.3337677,0.188951816,0.424660721
2039.140951,464.1457349,2057.374934,352.3797848,0.188879067,0.424461878
2039.182652,464.2684966,2057.692025,352.4258155,0.188806318,0.424262909
2039.224354,464.3913108,2058.009077,352.4718599,0.188733569,0.424063814
2039.266055,464.5141777,2058.326091,352.5179178,0.18866082,0.423864594
2039.307756,464.6370973,2058.643066,352.5639894,0.188588071,0.423665249
2039.349458,464.7600695,2058.960003,352.6100746,0.188515322,0.423465779
2039.391159,464.8830943,2059.276901,352.6561735,0.188442574,0.423266183
2039.432861,465.0061719,2059.593761,352.7022859,0.188369825,0.423066463
2039.474562,465.1293022,2059.910582,352.748412,0.188297076,0.422866618
2039.516264,465.2524851,2060.227365,352.7945517,0.188224327,0.422666649
2039.557965,465.3757209,2060.54411,352.840705,0.188151578,0.422466555
2039.599666,465.4990094,2060.860816,352.886872,0.188078829,0.422266337
2039.641368,465.6223506,2061.177485,352.9330526,0.18800608,0.422065995
2039.683069,465.7457447,2061.494115,352.9792468,0.187933331,0.421865529
2039.724771,465.8691916,2061.810707,353.0254547,0.187860582,0.421664939
2039.766472,465.9926913,2062.12726,353.0716762,0.187787834,0.421464225
2039.808173,466.1162439,2062.443776,353.1179113,0.187715085,0.421263387
2039.849875,466.2398493,2062.760254,353.1641601,0.187642336,0.421062427
2039.891576,466.3635076,2063.076693,353.2104225,0.187569587,0.420861343
2039.933278,466.4872188,2063.393095,353.2566985,0.187496838,0.420660136
2039.974979,466.6109829,2063.709459,353.3029882,0.187424089,0.420458806
2040.016681,466.7347999,2064.025785,353.3492915,0.18735134,0.420257353
2040.058382,466.8586699,2064.342073,353.3956084,0.187278591,0.420055777
2040.100083,466.9825929,2064.658323,353.441939,0.187205842,0.419854079
2040.141785,467.1065689,2064.974535,353.4882833,0.187133094,0.419652258
2040.183486,467.2305978,2065.29071,353.5346411,0.187060345,0.419450315
2040.225188,467.3546798,2065.606847,353.5810127,0.186987596,0.41924825
2040.266889,467.4788149,2065.922946,353.6273978,0.186914847,0.419046063
2040.30859,467.6030029,2066.239008,353.6737966,0.186842098,0.418843755
2040.350292,467.7272441,2066.555032,353.7202091,0.186769349,0.418641324
2040.391993,467.8515383,2066.871018,353.7666352,0.1866966,0.418438772
2040.433695,467.9758857,2067.186967,353.813075,0.186623851,0.418236099
2040.475396,468.1002862,2067.502879,353.8595284,0.186551102,0.418033304
2040.517098,468.2247398,2067.818753,353.9059954,0.186478354,0.417830389
2040.558799,468.3492466,2068.134589,353.9524762,0.186405605,0.417627352
2040.6005,468.4738066,2068.450388,353.9989705,0.186332856,0.417424195
2040.642202,468.5984198,2068.76615,354.0454786,0.186260107,0.417220917
2040.683903,468.7230862,2069.081874,354.0920003,0.186187358,0.417017518
2040.725605,468.8478058,2069.397562,354.1385356,0.186114609,0.416813999
2040.767306,468.9725787,2069.713211,354.1850846,0.18604186,0.41661036
2040.809008,469.0974048,2070.028824,354.2316473,0.185969111,0.416406601
2040.850709,469.2222842,2070.3444,354.2782236,0.185896362,0.416202722
2040.89241,469.347217,2070.659938,354.3248136,0.185823613,0.415998724
2040.934112,469.472203,2070.975439,354.3714172,0.185750865,0.415794605
2040.975813,469.5972424,2071.290903,354.4180345,0.185678116,0.415590368
2041.017515,469.7223352,2071.606331,354.4646655,0.185605367,0.415386011
2041.059216,469.8474813,2071.921721,354.5113101,0.185532618,0.415181534
2041.100917,469.9726808,2072.237074,354.5579684,0.185459869,0.414976939
2041.142619,470.0979337,2072.55239,354.6046404,0.18538712,0.414772225
2041.18432,470.2232401,2072.86767,354.6513261,0.185314371,0.414567393
2041.226022,470.3485999,2073.182912,354.6980254,0.185241622,0.414362441
2041.267723,470.4740132,2073.498118,354.7447384,0.185168873,0.414157372
2041.309425,470.5994799,2073.813287,354.791465,0.185096125,0.413952184
2041.351126,470.7250002,2074.128419,354.8382054,0.185023376,0.413746878
2041.392827,470.850574,2074.443514,354.8849594,0.184950627,0.413541454
2041.434529,470.9762013,2074.758573,354.9317271,0.184877878,0.413335913
2041.47623,471.1018821,2075.073595,354.9785085,0.184805129,0.413130254
2041.517932,471.2276166,2075.38858,355.0253035,0.18473238,0.412924477
2041.559633,471.3534046,2075.703529,355.0721122,0.184659631,0.412718583
2041.601334,471.4792462,2076.018441,355.1189346,0.184586882,0.412512572
2041.643036,471.6051415,2076.333317,355.1657707,0.184514133,0.412306444
2041.684737,471.7310904,2076.648156,355.2126205,0.184441385,0.4121002
2041.726439,471.8570929,2076.962959,355.259484,0.184368636,0.411893838
2041.76814,471.9831492,2077.277726,355.3063611,0.184295887,0.41168736
2041.809842,472.1092591,2077.592456,355.353252,0.184223138,0.411480766
2041.851543,472.2354228,2077.907149,355.4001565,0.184150389,0.411274055
2041.893244,472.3616402,2078.221807,355.4470747,0.18407764,0.411067229
2041.934946,472.4879113,2078.536428,355.4940066,0.184004891,0.410860286
2041.976647,472.6142362,2078.851013,355.5409522,0.183932142,0.410653228
2042.018349,472.7406149,2079.165562,355.5879115,0.183859393,0.410446054
2042.06005,472.8670474,2079.480074,355.6348844,0.183786645,0.410238765
2042.101751,472.9935337,2079.79455,355.6818711,0.183713896,0.41003136
2042.143453,473.1200739,2080.108991,355.7288715,0.183641147,0.409823841
2042.185154,473.2466679,2080.423395,355.7758856,0.183568398,0.409616206
2042.226856,473.3733158,2080.737763,355.8229133,0.183495649,0.409408457
2042.268557,473.5000176,2081.052095,355.8699548,0.1834229,0.409200593
2042.310259,473.6267734,2081.366391,355.91701,0.183350151,0.408992615
2042.35196,473.753583,2081.680652,355.9640788,0.183277402,0.408784522
2042.393661,473.8804466,2081.994876,356.0111614,0.183204653,0.408576316
2042.435363,474.0073642,2082.309065,356.0582577,0.183131905,0.408367995
2042.477064,474.1343357,2082.623217,356.1053677,0.183059156,0.408159561
2042.518766,474.2613613,2082.937334,356.1524914,0.182986407,0.407951012
2042.560467,474.3884409,2083.251415,356.1996288,0.182913658,0.407742351
2042.602168,474.5155745,2083.56546,356.2467799,0.182840909,0.407533576
2042.64387,474.6427622,2083.87947,356.2939447,0.18276816,0.407324688
2042.685571,474.770004,2084.193444,356.3411232,0.182695411,0.407115687
2042.727273,474.8972998,2084.507383,356.3883155,0.182622662,0.406906573
2042.768974,475.0246498,2084.821285,356.4355214,0.182549913,0.406697346
2042.810676,475.1520539,2085.135152,356.4827411,0.182477165,0.406488007
2042.852377,475.2795122,2085.448984,356.5299745,0.182404416,0.406278555
2042.894078,475.4070246,2085.76278,356.5772216,0.182331667,0.406068992
2042.93578,475.5345912,2086.076541,356.6244824,0.182258918,0.405859316
2042.977481,475.6622121,2086.390266,356.671757,0.182186169,0.405649529
2043.019183,475.7898871,2086.703956,356.7190453,0.18211342,0.405439629
2043.060884,475.9176164,2087.017611,356.7663473,0.182040671,0.405229619
2043.102585,476.0454,2087.33123,356.813663,0.181967922,0.405019497
2043.144287,476.1732378,2087.644814,356.8609924,0.181895173,0.404809263
2043.185988,476.3011299,2087.958362,356.9083356,0.181822425,0.404598919
2043.22769,476.4290764,2088.271876,356.9556925,0.181749676,0.404388464
2043.269391,476.5570772,2088.585354,357.0030631,0.181676927,0.404177898
2043.311093,476.6851323,2088.898797,357.0504475,0.181604178,0.403967222
2043.352794,476.8132418,2089.212205,357.0978456,0.181531429,0.403756435
2043.394495,476.9414057,2089.525577,357.1452574,0.18145868,0.403545538
2043.436197,477.0696241,2089.838915,357.1926829,0.181385931,0.403334531
2043.477898,477.1978968,2090.152218,357.2401222,0.181313182,0.403123415
2043.5196,477.326224,2090.465485,357.2875752,0.181240433,0.402912188
2043.561301,477.4546056,2090.778718,357.335042,0.181167685,0.402700852
2043.603003,477.5830418,2091.091916,357.3825225,0.181094936,0.402489407
2043.644704,477.7115324,2091.405079,357.4300168,0.181022187,0.402277852
2043.686405,477.8400776,2091.718206,357.4775247,0.180949438,0.402066189
2043.728107,477.9686772,2092.0313,357.5250465,0.180876689,0.401854417
2043.769808,478.0973315,2092.344358,357.5725819,0.18080394,0.401642536
2043.81151,478.2260403,2092.657381,357.6201312,0.180731191,0.401430546
2043.853211,478.3548037,2092.97037,357.6676941,0.180658442,0.401218448
2043.894912,478.4836218,2093.283324,357.7152708,0.180585693,0.401006242
2043.936614,478.6124944,2093.596243,357.7628613,0.180512945,0.400793928
2043.978315,478.7414218,2093.909128,357.8104655,0.180440196,0.400581507
2044.020017,478.8704037,2094.221978,357.8580835,0.180367447,0.400368977
2044.061718,478.9994404,2094.534794,357.9057152,0.180294698,0.40015634
2044.10342,479.1285318,2094.847575,357.9533606,0.180221949,0.399943596
2044.145121,479.2576779,2095.160321,358.0010199,0.1801492,0.399730745
2044.186822,479.3868787,2095.473033,358.0486928,0.180076451,0.399517787
2044.228524,479.5161344,2095.785711,358.0963796,0.180003702,0.399304722
2044.270225,479.6454447,2096.098354,358.1440801,0.179930953,0.39909155
2044.311927,479.7748099,2096.410962,358.1917943,0.179858205,0.398878272
2044.353628,479.9042299,2096.723537,358.2395224,0.179785456,0.398664888
2044.395329,480.0337048,2097.036076,358.2872641,0.179712707,0.398451397
2044.437031,480.1632345,2097.348582,358.3350197,0.179639958,0.398237801
2044.478732,480.2928191,2097.661054,358.382789,0.179567209,0.398024099
2044.520434,480.4224585,2097.973491,358.4305721,0.17949446,0.397810291
2044.562135,480.5521529,2098.285894,358.4783689,0.179421711,0.397596378
2044.603837,480.6819022,2098.598262,358.5261796,0.179348962,0.39738236
2044.645538,480.8117065,2098.910597,358.5740039,0.179276213,0.397168237
2044.687239,480.9415657,2099.222898,358.6218421,0.179203465,0.396954009
2044.728941,481.0714799,2099.535164,358.669694,0.179130716,0.396739676
2044.770642,481.2014492,2099.847396,358.7175598,0.179057967,0.396525238
2044.812344,481.3314734,2100.159595,358.7654392,0.178985218,0.396310697
2044.854045,481.4615527,2100.471759,358.8133325,0.178912469,0.396096051
2044.895746,481.5916871,2100.78389,358.8612396,0.17883972,0.395881301
2044.937448,481.7218765,2101.095986,358.9091604,0.178766971,0.395666448
2044.979149,481.8521211,2101.408049,358.957095,0.178694222,0.395451491
2045.020851,481.9824207,2101.720078,359.0050434,0.178621473,0.39523643
2045.062552,482.1127755,2102.032073,359.0530055,0.178548725,0.395021266
2045.104254,482.2431855,2102.344034,359.1009815,0.178475976,0.394805999
2045.145955,482.3736506,2102.655961,359.1489712,0.178403227,0.394590629
2045.187656,482.5041709,2102.967855,359.1969748,0.178330478,0.394375157
2045.229358,482.6347465,2103.279715,359.2449921,0.178257729,0.394159581
2045.271059,482.7653773,2103.591541,359.2930232,0.17818498,0.393943904
2045.312761,482.8960633,2103.903334,359.3410681,0.178112231,0.393728124
2045.354462,483.0268046,2104.215093,359.3891268,0.178039482,0.393512243
2045.396163,483.1576012,2104.526818,359.4371993,0.177966733,0.393296259
2045.437865,483.2884531,2104.83851,359.4852856,0.177893985,0.393080174
2045.479566,483.4193603,2105.150168,359.5333857,0.177821236,0.392863987
2045.521268,483.5503229,2105.461793,359.5814996,0.177748487,0.392647699
2045.562969,483.6813409,2105.773385,359.6296273,0.177675738,0.39243131
2045.604671,483.8124142,2106.084943,359.6777687,0.177602989,0.39221482
2045.646372,483.9435429,2106.396467,359.725924,0.17753024,0.39199823
2045.688073,484.0747271,2106.707958,359.7740931,0.177457491,0.391781538
2045.729775,484.2059667,2107.019416,359.822276,0.177384742,0.391564747
2045.771476,484.3372618,2107.330841,359.8704727,0.177311993,0.391347855
2045.813178,484.4686123,2107.642232,359.9186833,0.177239245,0.391130863
2045.854879,484.6000184,2107.95359,359.9669076,0.177166496,0.390913771
2045.89658,484.73148,2108.264915,360.0151457,0.177093747,0.39069658
2045.938282,484.8629971,2108.576207,360.0633977,0.177020998,0.390479289
2045.979983,484.9945697,2108.887465,360.1116634,0.176948249,0.390261899
2046.021685,485.126198,2109.198691,360.159943,0.1768755,0.39004441
2046.063386,485.2578818,2109.509883,360.2082364,0.176802751,0.389826822
2046.105088,485.3896213,2109.821042,360.2565436,0.176730002,0.389609135
2046.146789,485.5214164,2110.132168,360.3048647,0.176657253,0.38939135
2046.18849,485.6532672,2110.443261,360.3531995,0.176584505,0.389173466
2046.230192,485.7851736,2110.754322,360.4015482,0.176511756,0.388955484
2046.271893,485.9171357,2111.065349,360.4499107,0.176439007,0.388737405
2046.313595,486.0491535,2111.376343,360.498287,0.176366258,0.388519227
2046.355296,486.1812271,2111.687305,360.5466772,0.176293509,0.388300952
2046.396997,486.3133564,2111.998233,360.5950811,0.17622076,0.388082579
2046.438699,486.4455415,2112.309129,360.6434989,0.176148011,0.387864109
2046.4804,486.5777824,2112.619992,360.6919306,0.176075262,0.387645542
2046.522102,486.7100791,2112.930822,360.7403761,0.176002513,0.387426879
2046.563803,486.8424316,2113.24162,360.7888354,0.175929765,0.387208118
2046.605505,486.97484,2113.552385,360.8373085,0.175857016,0.386989261
2046.647206,487.1073042,2113.863117,360.8857955,0.175784267,0.386770308
2046.688907,487.2398243,2114.173816,360.9342963,0.175711518,0.386551259
2046.730609,487.3724003,2114.484483,360.9828109,0.175638769,0.386332114
2046.77231,487.5050323,2114.795117,361.0313394,0.17556602,0.386112873
2046.814012,487.6377202,2115.105719,361.0798818,0.175493271,0.385893536
2046.855713,487.770464,2115.416288,361.1284379,0.175420522,0.385674104
2046.897415,487.9032639,2115.726825,361.177008,0.175347773,0.385454577
2046.939116,488.0361197,2116.037329,361.2255918,0.175275025,0.385234955
2046.980817,488.1690316,2116.347801,361.2741895,0.175202276,0.385015238
2047.022519,488.3019995,2116.65824,361.3228011,0.175129527,0.384795427
2047.06422,488.4350235,2116.968647,361.3714265,0.175056778,0.384575521
2047.105922,488.5681036,2117.279022,361.4200658,0.174984029,0.384355521
2047.147623,488.7012397,2117.589364,361.4687189,0.17491128,0.384135427
2047.189324,488.834432,2117.899674,361.5173859,0.174838531,0.383915239
2047.231026,488.9676804,2118.209952,361.5660667,0.174765782,0.383694958
2047.272727,489.100985,2118.520198,361.6147614,0.174693033,0.383474583
2047.314429,489.2343458,2118.830411,361.6634699,0.174620285,0.383254115
2047.35613,489.3677627,2119.140592,361.7121923,0.174547536,0.383033553
2047.397832,489.5012359,2119.450741,361.7609286,0.174474787,0.382812899
2047.439533,489.6347653,2119.760858,361.8096787,0.174402038,0.382592152
2047.481234,489.768351,2120.070943,361.8584427,0.174329289,0.382371313
2047.522936,489.901993,2120.380995,361.9072206,0.17425654,0.382150381
2047.564637,490.0356912,2120.691016,361.9560123,0.174183791,0.381929358
2047.606339,490.1694458,2121.001005,362.0048179,0.174111042,0.381708242
2047.64804,490.3032567,2121.310962,362.0536374,0.174038293,0.381487035
2047.689741,490.437124,2121.620886,362.1024707,0.173965544,0.381265736
2047.731443,490.5710476,2121.930779,362.1513179,0.173892796,0.381044346
2047.773144,490.7050276,2122.24064,362.200179,0.173820047,0.380822865
2047.814846,490.8390641,2122.550469,362.249054,0.173747298,0.380601292
2047.856547,490.973157,2122.860267,362.2979428,0.173674549,0.380379629
2047.898249,491.1073063,2123.170032,362.3468456,0.1736018,0.380157876
2047.93995,491.2415121,2123.479766,362.3957622,0.173529051,0.379936032
2047.981651,491.3757744,2123.789468,362.4446927,0.173456302,0.379714098
2048.023353,491.5100933,2124.099138,362.493637,0.173383553,0.379492074
2048.065054,491.6444686,2124.408777,362.5425953,0.173310804,0.37926996
2048.106756,491.7789005,2124.718383,362.5915674,0.173238056,0.379047757
2048.148457,491.913389,2125.027959,362.6405534,0.173165307,0.378825465
2048.190158,492.0479341,2125.337502,362.6895534,0.173092558,0.378603083
2048.23186,492.1825358,2125.647014,362.7385672,0.173019809,0.378380612
2048.273561,492.3171941,2125.956495,362.7875949,0.17294706,0.378158052
2048.315263,492.4519091,2126.265944,362.8366365,0.172874311,0.377935404
2048.356964,492.5866808,2126.575362,362.885692,0.172801562,0.377712668
2048.398666,492.7215091,2126.884748,362.9347613,0.172728813,0.377489843
2048.440367,492.8563942,2127.194102,362.9838446,0.172656064,0.37726693
2048.482068,492.991336,2127.503425,363.0329418,0.172583316,0.37704393
2048.52377,493.1263346,2127.812717,363.0820529,0.172510567,0.376820842
2048.565471,493.2613899,2128.121978,363.1311779,0.172437818,0.376597667
2048.607173,493.396502,2128.431207,363.1803168,0.172365069,0.376374404
2048.648874,493.5316709,2128.740405,363.2294696,0.17229232,0.376151054
2048.690575,493.6668967,2129.049572,363.2786363,0.172219571,0.375927618
2048.732277,493.8021793,2129.358707,363.3278169,0.172146822,0.375704095
2048.773978,493.9375188,2129.667811,363.3770115,0.172074073,0.375480486
2048.81568,494.0729152,2129.976884,363.4262199,0.172001324,0.37525679
2048.857381,494.2083685,2130.285926,363.4754422,0.171928576,0.375033009
2048.899083,494.3438787,2130.594937,363.5246785,0.171855827,0.374809141
2048.940784,494.4794459,2130.903916,363.5739287,0.171783078,0.374585188
2048.982485,494.61507,2131.212865,363.6231928,0.171710329,0.37436115
2049.024187,494.7507512,2131.521782,363.6724708,0.17163758,0.374137027
2049.065888,494.8864894,2131.830669,363.7217628,0.171564831,0.373912818
2049.10759,495.0222846,2132.139524,363.7710686,0.171492082,0.373688525
2049.149291,495.1581368,2132.448349,363.8203884,0.171419333,0.373464147
2049.190992,495.2940461,2132.757142,363.8697221,0.171346584,0.373239685
2049.232694,495.4300125,2133.065905,363.9190698,0.171273836,0.373015139
2049.274395,495.5660361,2133.374637,363.9684314,0.171201087,0.372790508
2049.316097,495.7021168,2133.683338,364.0178069,0.171128338,0.372565794
2049.357798,495.8382546,2133.992008,364.0671963,0.171055589,0.372340997
2049.3995,495.9744496,2134.300648,364.1165997,0.17098284,0.372116116
2049.441201,496.1107018,2134.609256,364.166017,0.170910091,0.371891152
2049.482902,496.2470112,2134.917834,364.2154482,0.170837342,0.371666105
2049.524604,496.3833778,2135.226381,364.2648934,0.170764593,0.371440975
2049.566305,496.5198017,2135.534898,364.3143525,0.170691844,0.371215762
2049.608007,496.6562829,2135.843383,364.3638256,0.170619096,0.370990468
2049.649708,496.7928214,2136.151839,364.4133126,0.170546347,0.370765091
2049.69141,496.9294172,2136.460263,364.4628135,0.170473598,0.370539632
2049.733111,497.0660703,2136.768657,364.5123284,0.170400849,0.370314092
2049.774812,497.2027808,2137.07702,364.5618572,0.1703281,0.37008847
2049.816514,497.3395486,2137.385353,364.6114,0.170255351,0.369862766
2049.858215,497.4763739,2137.693656,364.6609567,0.170182602,0.369636982
2049.899917,497.6132566,2138.001928,364.7105274,0.170109853,0.369411117
2049.941618,497.7501967,2138.310169,364.7601121,0.170037104,0.369185171
2049.983319,497.8871942,2138.61838,364.8097107,0.169964356,0.368959144
2050.025021,498.0242493,2138.926561,364.8593232,0.169891607,0.368733037
2050.066722,498.1613619,2139.234711,364.9089497,0.169818858,0.36850685
2050.108424,498.2985319,2139.542831,364.9585902,0.169746109,0.368280584
2050.150125,498.4357595,2139.850921,365.0082446,0.16967336,0.368054237
2050.191827,498.5730447,2140.15898,365.057913,0.169600611,0.367827812
2050.233528,498.7103875,2140.46701,365.1075954,0.169527862,0.367601307
2050.275229,498.8477878,2140.775009,365.1572917,0.169455113,0.367374723
2050.316931,498.9852458,2141.082977,365.207002,0.169382364,0.36714806
2050.358632,499.1227614,2141.390916,365.2567263,0.169309616,0.366921318
2050.400334,499.2603347,2141.698824,365.3064645,0.169236867,0.366694498
2050.442035,499.3979657,2142.006703,365.3562167,0.169164118,0.3664676
2050.483736,499.5356544,2142.314551,365.4059829,0.169091369,0.366240624
2050.525438,499.6734008,2142.622369,365.455763,0.16901862,0.36601357
2050.567139,499.8112049,2142.930157,365.5055572,0.168945871,0.365786439
2050.608841,499.9490668,2143.237915,365.5553653,0.168873122,0.36555923
2050.650542,500.0869865,2143.545643,365.6051874,0.168800373,0.365331944
2050.692244,500.224964,2143.853341,365.6550234,0.168727624,0.365104581
2050.733945,500.3629994,2144.161009,365.7048735,0.168654876,0.364877141
2050.775646,500.5010926,2144.468648,365.7547375,0.168582127,0.364649625
2050.817348,500.6392436,2144.776256,365.8046156,0.168509378,0.364422033
2050.859049,500.7774525,2145.083835,365.8545076,0.168436629,0.364194364
2050.900751,500.9157194,2145.391383,365.9044136,0.16836388,0.36396662
2050.942452,501.0540442,2145.698902,365.9543336,0.168291131,0.3637388
2050.984153,501.1924269,2146.006391,366.0042676,0.168218382,0.363510904
2051.025855,501.3308676,2146.313851,366.0542156,0.168145633,0.363282933
2051.067556,501.4693663,2146.62128,366.1041775,0.168072884,0.363054888
2051.109258,501.607923,2146.92868,366.1541535,0.168000136,0.362826767
2051.150959,501.7465378,2147.236051,366.2041435,0.167927387,0.362598572
2051.192661,501.8852106,2147.543391,366.2541475,0.167854638,0.362370302
2051.234362,502.0239415,2147.850702,366.3041655,0.167781889,0.362141958
2051.276063,502.1627304,2148.157984,366.3541975,0.16770914,0.36191354
2051.317765,502.3015775,2148.465235,366.4042434,0.167636391,0.361685049
2051.359466,502.4404828,2148.772458,366.4543034,0.167563642,0.361456483
2051.401168,502.5794461,2149.07965,366.5043775,0.167490893,0.361227845
2051.442869,502.7184677,2149.386814,366.5544655,0.167418144,0.360999133
2051.48457,502.8575475,2149.693948,366.6045675,0.167345396,0.360770349
2051.526272,502.9966855,2150.001052,366.6546836,0.167272647,0.360541492
2051.567973,503.1358817,2150.308127,366.7048136,0.167199898,0.360312562
2051.609675,503.2751362,2150.615172,366.7549577,0.167127149,0.36008356
2051.651376,503.414449,2150.922189,366.8051158,0.1670544,0.359854486
2051.693078,503.5538201,2151.229175,366.8552879,0.166981651,0.35962534
2051.734779,503.6932495,2151.536133,366.9054741,0.166908902,0.359396123
2051.77648,503.8327372,2151.843061,366.9556742,0.166836153,0.359166834
2051.818182,503.9722834,2152.14996,367.0058884,0.166763404,0.358937474
2051.859883,504.1118879,2152.45683,367.0561166,0.166690656,0.358708043
2051.901585,504.2515508,2152.763671,367.1063589,0.166617907,0.358478541
2051.943286,504.3912721,2153.070482,367.1566152,0.166545158,0.358248969
2051.984987,504.5310519,2153.377264,367.2068855,0.166472409,0.358019326
