2000,-1.4
2001,-1.45
2002.890399,-1.498071593
2004.495373,-1.55543927
2006.100347,-1.627148865
2007.705321,-1.673760102
2009.310295,-1.731844875
2010.915269,-1.806422854
2012.520243,-1.86379053
2014.125217,-1.942671086
2015.730191,-2.007209721
2017.335165,-2.157799872
2017.335165,-2.03589356
2018.806391,-2.114774115
2020.545113,-2.19006919
2022.150087,-2.35141578
2022.150087,-2.200825629
2023.755061,-2.365757699
2025.360035,-2.401612497
2026.965009,-2.473322092
2028.569983,-2.552202647
2030.174957,-2.616741283
2031.779931,-2.709963758
2033.518652,-2.83007733
2033.117409,-2.706378278
2034.989879,-2.774502394
2036.594853,-2.846211989
2038.199826,-2.903579665
2039.8048,-2.953776382
2041.409774,-3.018315018
2043.014748,-3.082853654
2044.619722,-3.14739229
2046.224696,-3.197589007
2047.82967,-3.262127643
2049.434644,-3.319495319
2051.039618,-3.384033955
2052.644592,-3.448572591
2054.249566,-3.491598349
2055.85454,-3.556136985
2057.459514,-3.613504661
2059.064488,-3.663701378
2060.669462,-3.721069054
2062.274436,-3.756923852
2063.87941,-3.807120569
2065.484384,-3.842975367
2067.089358,-3.893172084
2068.694332,-3.936197841
2070.299306,-3.972052639
2071.90428,-4.000736477
2073.509254,-4.036591275
2075.114228,-4.065275113
2076.719202,-4.093958951
2078.324176,-4.122642789
2079.92915,-4.151326628
2081.534124,-4.165668547
2083.139098,-4.180010466
2084.744072,-4.201523344
2086.349046,-4.223036223
2087.95402,-4.230207183
2089.558994,-4.244549102
2091.163968,-4.244549102
2092.768942,-4.258891021
2094.373916,-4.280403899
2095.97889,-4.287574859
2097.583864,-4.287574859
2099.188837,-4.287574859
2100.793811,-4.287574859
